track.id,track.name,track.artist,track.album.name,category,tempo,loudness,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,duration_min
5AWGyFvWNof3Knq7QrN3jD,Diamonds On My Mind,Eli Brown,Diamonds On My Mind,Dance/Electronic,135.969,-5.457,0.0121,0.743,0.851,0.00382,0.0604,0.195,0.745,2.8088
51nYwjC41oOgVszBGL6mY8,Mary Go Wild (Firebeatz Remix),Grooveyard,Mary Go Wild (Firebeatz Remix),Dance/Electronic,135.036,-6.427,0.0069,0.555,0.909,0.659,0.15,0.0583,0.0375,2.2519
4KB66xUZWvRDej628vf2J8,Run Free (Countdown),Tiësto,Run Free (Countdown),Dance/Electronic,125.991,-2.645,0.00985,0.699,0.988,0.934,0.0847,0.0995,0.192,2.5397
3APyTiWzqQtT8vd0kRz6lo,Ritmo De La Noche (Vamos A La Playa),W&W,Ritmo De La Noche (Vamos A La Playa),Dance/Electronic,135.083,-2.876,5.79e-4,0.542,0.945,2.53e-4,0.122,0.0444,0.229,2.8593
65Iiyhh7rD0vq0bmCPz2YK,Rock My Body (with Sash!) - W&W x R3HAB VIP Remix,R3HAB,Rock My Body (with SASH!) [W&W x R3HAB VIP Remix],Dance/Electronic,130.077,-4.353,0.0441,0.629,0.957,7.16e-5,0.28,0.0914,0.478,2.8077
4J4Fk7x2y8jQBxm332n0oY,Let Me Think About It Again,Showtek,Let Me Think About It Again,Dance/Electronic,129.004,-5.673,7.01e-4,0.551,0.968,0.163,0.08,0.0628,0.213,3.2636
0iFxSf5RjiybnVSjofFEBg,Loneliness,Hardwell,Loneliness,Dance/Electronic,134.917,-8.689,0.0186,0.582,0.942,0.00166,0.153,0.129,0.411,2.7259
6Y9HjkMSYwxZWVKd12QeTi,Destination Infinity (feat. Datura),Gabry Ponte,Destination Infinity (feat. Datura),Dance/Electronic,154.994,-4.52,0.0051,0.566,0.935,0.278,0.136,0.246,0.317,2.3742
2iQMxfQyEyypb0MCFYaLlE,Ininna Tora,Timmy Trumpet,Ininna Tora,Dance/Electronic,137.998,-3.826,0.0581,0.731,0.893,0.675,0.2,0.0828,0.522,3.41
6L4ZHLACL2Fla9qT56ef8P,No Time,Quintino,No Time,Dance/Electronic,127.998,-7.377,0.0105,0.639,0.955,0.812,0.0744,0.0508,0.635,2.6055
2ObP6OLXWzrmdVvgIFjjc2,Meet Her - Tiësto vs. Da Hool,Tiësto,Meet Her (Tiësto vs. Da Hool),Dance/Electronic,130.029,-5.383,0.0415,0.708,0.936,0.818,0.185,0.0957,0.0962,2.2
2PnJd0B9YdOPvo96av2xJK,This Is What It Feels Like - Armin van Buuren 2023 Remix,Armin van Buuren,This Is What It Feels Like (Armin van Buuren 2023 Remix),Dance/Electronic,129.902,-4.831,0.00468,0.541,0.929,0.0364,0.193,0.0468,0.11,3.6529
5o06Ga8GxzI35T7AHCeARL,Lost In The Rhythm,David Guetta,Lost In The Rhythm,Dance/Electronic,124.829,-4.901,0.0069,0.55,0.99,0.893,0.205,0.0865,0.275,2.848
2bazIDcL2XOCZE5rh58R7r,Pump Up The Jam,Gabry Ponte,Pump Up The Jam,Dance/Electronic,129.984,-6.979,0.0889,0.79,0.853,0.00766,0.34,0.142,0.486,2.6154
5aXTfpNOqLj35ydEiLio67,Follow,Martin Garrix,Follow,Dance/Electronic,127.085,-6.102,0.0333,0.588,0.78,0.193,0.0728,0.0432,0.201,3.687
5ksP9EBpgskbG5XpvBDodL,Oldskool Sound,Hardwell,Oldskool Sound,Dance/Electronic,132.031,-7.721,1.91e-4,0.626,0.867,0.133,0.636,0.0577,0.0457,3.6061
5WcPCjbZalLkmJduC6kIvO,Vivaldi,Timmy Trumpet,Vivaldi,Dance/Electronic,135.05,-5.62,0.0122,0.55,0.931,0.847,0.407,0.0383,0.382,2.6704
4GT1NVYkxsN3grh7zclyLa,Techno Party,Tujamo,Techno Party,Dance/Electronic,126.023,-6.75,4.38e-4,0.607,0.883,0.426,0.368,0.0519,0.036,3.2857
1W9V27FifuPo99HvgYc0jz,Traffic,Bassjackers,Traffic,Dance/Electronic,135.032,-6.091,0.00333,0.587,0.983,0.618,0.217,0.104,0.263,2.3556
7yyYtLNqpXY8zY3TQbc9AK,Won't Forget You (Felix Jaehn Remix Edit),Shouse,Won't Forget You (Remixes),Dance/Electronic,128.026,-6.067,0.0296,0.657,0.714,0.0177,0.259,0.131,0.225,3.0815
0y0nhyZlrRGJ4qWKAwCbNI,Party With The Cops (feat. Haley Maze),Blasterjaxx,Party With The Cops (feat. Haley Maze),Dance/Electronic,75.011,-5.472,7.71e-4,0.598,0.792,0.00664,0.584,0.0591,0.322,2.64
4bOVDHj19JdKriaDQu41wD,Shockwave (with Afrojack),R3HAB,Shockwave (with Afrojack),Dance/Electronic,128.001,-4.105,0.00271,0.641,0.988,0.0753,0.143,0.12,0.293,2.043
0oS1yir1qJvwCsFPdaBiqN,No Good,MORTEN,No Good,Dance/Electronic,128.013,-4.376,0.186,0.709,0.904,0.133,0.0896,0.0489,0.202,2.3594
107nvz0Fjnsq9O9g61myZ5,Nothing Else Matters vs F*CKING SOCIETY - Hardwell Mashup,Hardwell,REBELS NEVER DIE (Deluxe Edition),Dance/Electronic,128.024,-6.389,0.00109,0.552,0.854,0.85,0.836,0.0612,0.0331,3.1562
1ErBChhaYaWQuQ4zdnnx8C,It Burns,Alle Farben,It Burns - EP,Dance/Electronic,125.961,-3.979,0.184,0.648,0.982,0.884,0.149,0.514,0.0872,3.2103
42jqtDBoV2YGTRbFI02p6H,Fuego,Timmy Trumpet,Fuego,Dance/Electronic,132.036,-2.432,0.091,0.436,0.989,0.00246,0.136,0.259,0.537,2.5455
1gslLpyXjUJ42G8us7B2xm,Front To Back,Deorro,Front To Back,Dance/Electronic,128.002,-3.053,0.0441,0.779,0.973,0.756,0.109,0.0685,0.192,2.4554
0g2XaTyNihXISfqnhuv7HH,When We Come Alive,Armin van Buuren,When We Come Alive,Dance/Electronic,103.474,-4.87,0.00141,0.575,0.948,1.19e-4,0.332,0.141,0.102,3.0004
45kPbDRRY5kWe8p6OO2YvM,He's A Pirate,Blasterjaxx,He's A Pirate,Dance/Electronic,134.962,-4.845,9.5e-4,0.296,0.951,0.861,0.419,0.0765,0.0504,3.0593
29uCsFSUSVktiMUZdzqpiD,RIDE OR DIE,HI-LO,RIDE OR DIE,Dance/Electronic,133.955,-5.603,0.00452,0.66,0.867,0.00873,0.157,0.141,0.526,3.1642
2UMDjpShbeQoON9Dn7ONMK,I Wanna Dance,Hardwell,I Wanna Dance,Dance/Electronic,133.993,-6.183,0.0748,0.71,0.979,6.45e-5,0.268,0.268,0.105,3.3134
0A0CZzjON3WXZvEyPoA6GQ,Control,MORTEN,Control,Dance/Electronic,127.974,-6.11,0.00895,0.796,0.836,0.798,0.103,0.092,0.306,3.0547
3LL8dZ33Gd7u7DFrkqPfo3,Killing Me Softly,Gabry Ponte,Killing Me Softly,Dance/Electronic,126.005,-5.836,0.00709,0.689,0.971,0.355,0.101,0.0732,0.0603,2.6568
1BNawYa1bUgOfRSSyQQzNe,Mas Que Nada (with Marnik),Timmy Trumpet,Mas Que Nada (with Marnik),Dance/Electronic,126.016,-4.703,0.0121,0.551,0.991,0.896,0.0953,0.0503,0.172,2.7877
4exGSaz6lVTxxZVF1xVD4k,God is A DJ,Faithless,God Is a DJ,Dance/Electronic,126.015,-4.173,0.0444,0.598,0.964,0.654,0.234,0.0523,0.115,2.5833
27r1J3SrSwVoRHIcb5FdIh,Beautiful Life - Faustix RMX,Ace of Base,Beautiful Life (Faustix RMX),Dance/Electronic,134.979,-5.073,0.00334,0.53,0.935,0.0785,0.131,0.047,0.126,2.9981
0Q3Pb5gMzpFKjIWs9s0inL,Mirror Mirror,Steve Aoki,Mirror Mirror,Dance/Electronic,132.047,-6.055,0.0121,0.551,0.95,0.124,0.113,0.13,0.0571,4.1212
3gjOaU0kFaCGF4Bu09lk4C,Techno Sound,LUM!X,Techno Sound,Dance/Electronic,127.995,-4.398,0.0506,0.623,0.943,0.886,0.151,0.0628,0.39,3.166
6KvYwiJbPUzmBw7Wif2aMX,The Age of Love 2022,Dimitri Vegas & Like Mike,The Age of Love 2022,Dance/Electronic,142.354,-10.537,0.669,0.412,0.652,0.673,0.0884,0.0406,0.331,3.1593
7xkKZ9TjRm5zE6hJf5CaGC,Komodo,MATTN,Komodo,Dance/Electronic,127.965,-4.105,0.00683,0.597,0.971,0.808,0.349,0.0439,0.191,2.5973
6uTCim4OGFZOauCqHWIpu9,Heaven (feat. Sofia Quinn) - Club Mix,Fedde Le Grand,Heaven (feat. Sofia Quinn) [Club Mix],Dance/Electronic,125.961,-6.6,0.00477,0.703,0.963,0.0169,0.304,0.0515,0.0301,2.9296
18nfqYE5Jl9YsJnj2hEEiB,No Pictures,Quintino,No Pictures,Dance/Electronic,128.054,-6.832,0.00217,0.661,0.905,0.848,0.261,0.0521,0.0873,2.5039
3gEeuIgoPgU592HYvgn0wn,Energy (feat. Bay-C),Tujamo,Energy (feat. Bay-C),Dance/Electronic,128.028,-4.016,0.0468,0.619,0.933,7.94e-4,0.248,0.153,0.377,2.5469
2hUdC7KJF8hkBgfykpGz1z,Blow Your Mind,Will Sparks,Blow Your Mind,Dance/Electronic,131.989,-4.637,0.0121,0.66,0.935,0.803,0.155,0.062,0.0908,4.303
2IkFYu5yQsH0eIt8vIk5To,Sandstorm,DJ Kuba,Sandstorm,Dance/Electronic,134.993,-4.981,0.013,0.722,0.979,0.675,0.346,0.132,0.0792,3.423
59YkyPuZCXyiLmcmSNKRtH,Motor,Steve Aoki,Motor,Dance/Electronic,129.977,-6.521,0.081,0.558,0.982,0.882,0.208,0.0414,0.0765,3.0462
6uRUfq1y0VayUjh2M935g7,Insomnia - Rework,Mike Candys,Insomnia (Rework),Dance/Electronic,125.989,-2.12,0.0122,0.57,0.993,0.392,0.236,0.0408,0.175,3
4s69BXFmdssMXfSllZ2zlf,Friends - Bassjackers Remix,Dimitri Vegas,Friends (Bassjackers Remix),Dance/Electronic,139.987,-5.381,0.0206,0.542,0.996,0.406,0.146,0.216,0.109,2.7143
11lyd04BW0DTTjMyWnFsO0,Hands Up,Deorro,Hands Up,Dance/Electronic,130.14,-2.019,0.00293,0.638,0.985,0.74,0.548,0.137,0.122,2.1923
1YvZAl9rv455hj64qOZmj5,Computers Take Over The World - Maddix Remix,Armin van Buuren,Computers Take Over The World (Remixes),Dance/Electronic,141.97,-7.541,0.0164,0.57,0.935,0.791,0.11,0.055,0.258,4.0352
0AukI6rH3HqIbVcKX8FjNk,Drop That Low (Tujamo's Secret Weapon 2022),Tujamo,Drop That Low (Tujamo's Secret Weapon 2022),Dance/Electronic,126.173,-3.204,0.0213,0.608,0.864,0.0303,0.568,0.166,0.268,3.0794
2hjIST3yMZbyfesqNDO8Fy,Dark Water,Will Sparks,Dark Water,Dance/Electronic,137.065,-5.648,0.00139,0.324,0.867,0.00522,0.155,0.0634,0.0368,3.4456
5kbFc1QbGvCRJmQTldYod4,Give Me,AVAO,Give Me,Dance/Electronic,145.016,-6.895,0.0569,0.716,0.844,0.217,0.106,0.0741,0.293,2.6064
6NHiXIDWuFMYNWza24rk9y,MOLLY (Will Sparks Remix),Cedric Gervais,MOLLY (Will Sparks Remix),Dance/Electronic,135.044,-4.69,0.0088,0.638,0.943,0.913,0.222,0.0729,0.14,3.3185
4wRKAezWo1oLA0g2fw0XE9,Cannonball - Will Sparks Remix,Showtek,Cannonball (Will Sparks Remix),Dance/Electronic,141.646,-4.512,0.00256,0.34,0.961,0.968,0.34,0.0999,0.0474,4.0588
6qroXN9iyKNG6mP0Ddvh1b,Make It Count,Armin van Buuren,Make It Count,Dance/Electronic,137.986,-7.255,0.0344,0.633,0.91,0.805,0.101,0.0787,0.239,3.5555
7j9J5wZI8xVd9H8iy8fHES,Spitfire,NWYR,Spitfire,Dance/Electronic,132.11,-4.969,0.0205,0.59,0.956,0.904,0.4,0.132,0.219,2.7348
0BGMkKTFjUrznBsbpnqsQt,Hated On (Funkatron),Gabry Ponte,Hated On (Funkatron),Dance/Electronic,135.011,-4.764,5.09e-5,0.544,0.993,0.0899,0.175,0.0594,0.736,3.1271
16NC74ajzZCjs4RbA1Zxwn,The Chant,Will Sparks,Accepted Concept,Dance/Electronic,145.011,-4.844,0.00184,0.603,0.991,0.731,0.862,0.0873,0.0778,2.8501
0TqBVW2OXLf6UaNmBZtARL,Friends,Showtek,Friends,Dance/Electronic,135.02,-5.234,0.00549,0.456,0.95,0.327,0.503,0.132,0.262,3.1185
7eV5PavCAxbKD026Xc1GYk,Flight 643 - KAAZE Remix,KAAZE,Flight 643 (KAAZE Remix),Dance/Electronic,135.006,-4.861,0.00301,0.505,0.982,0.936,0.335,0.0443,0.0702,2.663
25s0xJhSEJhpiyRPVnsvtU,Living On Video (feat. DTale) [Festival Mix],Mike Williams,Living On Video (feat. DTale) [Festival Mix],Dance/Electronic,127.972,-4.883,0.00674,0.623,0.906,5.82e-4,0.191,0.0737,0.356,3.0312
3IhM5Mber8KA0NaRNpK2px,Lay Low,Tiësto,DRIVE,Dance/Electronic,124.988,-5.289,0.18,0.705,0.663,6.74e-6,0.0924,0.0367,0.38,2.336
5985LToyqbVWWNczsD9g5N,Clouds,BUNT.,Clouds,Dance/Electronic,130.056,-8.16,0.226,0.7,0.748,0.796,0.104,0.0771,0.154,2.646
5Y2n6pW4Vqr4Mzkd9V4Uk8,Ray Of Solar,Swedish House Mafia,Ray Of Solar,Dance/Electronic,135.017,-5.114,0.0367,0.355,0.802,1.06e-5,0.197,0.0478,0.0391,4.0299
7jQkiAaa4XYYsPH3rcfcWo,Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Durdenhauer,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],Dance/Electronic,147.983,-6.545,0.189,0.803,0.889,0.653,0.13,0.0439,0.876,2.7252
7gJynFtygTiif6xdoipmUm,Forget You (with Gabry Ponte),LUM!X,Forget You (with Gabry Ponte),Dance/Electronic,145.066,-6.442,0.0125,0.52,0.834,1.94e-5,0.0955,0.0845,0.134,2.3104
6h6HgJ66laDl6bY8W59Jdn,Ghost Town,VIZE,Ghost Town,Dance/Electronic,140.024,-6.151,0.0347,0.696,0.525,9.51e-6,0.121,0.0361,0.512,2.7143
3s32YmunFgfXVWgLRKLdKm,Sweet Goodbye,Robin Schulz,Sweet Goodbye,Dance/Electronic,125.998,-7.55,0.0213,0.65,0.746,0.0116,0.182,0.0359,0.385,2.627
0qtjn6dbQ8VDNJwJQ9w7Cy,Body Rock,Mike Candys,Body Rock,Dance/Electronic,130.007,-3.435,0.00394,0.779,0.922,0.78,0.0711,0.045,0.533,2.2314
7lEBtmu2qRLupeSOupBa1j,On The Move,LIZOT,On The Move,Dance/Electronic,135.976,-4.63,0.188,0.622,0.937,8.1e-5,0.0733,0.271,0.544,2.3235
1M2NNUv8UV5smjMVGyTrmz,Where Do We Go,LUNAX,Where Do We Go,Dance/Electronic,149.955,-3.92,0.00317,0.551,0.944,9.68e-5,0.147,0.0323,0.766,2.8533
2HvoPXahbOrkzqDSkl8hkg,Weak (Nicolas Julian Remix),AJR,Weak (Nicolas Julian Remix),Dance/Electronic,139.924,-5.023,0.0232,0.575,0.643,0,0.274,0.198,0.379,2.9449
1u0vQfpkbTKMTmkO0lLDer,Spirit Of The Hawk,HBz,Spirit Of The Hawk,Dance/Electronic,128.073,-5.326,0.0106,0.599,0.871,0,0.317,0.0529,0.575,2.7246
1VxpvS3eD1v8tNfJzGxi3X,I'll Be Okay,Neptunica,I'll Be Okay,Dance/Electronic,170.095,-6.835,0.0296,0.544,0.76,0.00641,0.104,0.0424,0.212,3.0385
3eQC4vqHfjt8CPCcpphbjc,BAE,DJ HEARTSTRING,Teenage Dreams,Dance/Electronic,150.021,-7.264,3.33e-4,0.635,0.933,0.964,0.166,0.0459,0.876,3.8792
5VCi0XuLd9ejKOZEaV4Tvq,Techno Is Back,Scooter,Techno Is Back,Dance/Electronic,150.027,-5.657,0.0163,0.524,0.897,0.0346,0.126,0.0704,0.101,2.9407
64gxoU3wp4onp2rzhZkcn5,Fly so High,Zombic,Fly so High,Dance/Electronic,75.003,-5.754,0.0411,0.48,0.965,0.329,0.312,0.0499,0.561,2.1312
09EhgVA4blwhSic4hF2TFZ,Waterfall,Michael Schulte,Remember Me,Dance/Electronic,125.958,-4.349,0.19,0.769,0.689,0,0.075,0.0385,0.562,2.3304
0W6MlHGvHAcSsoRt34pZIt,Living On Video (feat. DTale),Mike Williams,Living On Video (feat. DTale) [Festival Mix],Dance/Electronic,126.015,-3.942,0.219,0.734,0.916,0.00578,0.145,0.035,0.73,2.3889
6vHkJ4L8gqCwedvhXkSCsa,The Magic Key,Trinix,The Magic Key,Dance/Electronic,122.004,-5.213,0.00989,0.89,0.725,0.00153,0.0954,0.0469,0.762,2.8535
4YUgS4PGLSBI6sbKUxaD3D,0800 HEAVEN,Nathan Dawe,0800 HEAVEN,Dance/Electronic,139.941,-4.109,0.188,0.643,0.833,2.41e-6,0.339,0.1,0.216,2.6553
7zp9FOU4cjFdGN1zdWTvcB,TAKE IT OFF,FISHER,TAKE IT OFF,Dance/Electronic,127.013,-6.607,5.02e-4,0.884,0.707,0.258,0.363,0.202,0.582,3.2434
5QjfEMyFm4YTyYTbHvriGT,Euphoria,Claptone,Euphoria,Dance/Electronic,124.967,-5.95,0.019,0.426,0.857,0.817,0.172,0.0495,0.0821,2.64
200DiJQhDi69nkGXOrrJgn,The Rapture Pt.III,&ME,The Rapture Pt.III,Dance/Electronic,120.009,-11.949,0.0223,0.72,0.534,0.86,0.11,0.0375,0.0393,6.9635
1tEVej8Ced5lCHy0nOX2hi,Mariposa,Einmusik,Mariposa,Dance/Electronic,124.007,-7.341,3.86e-4,0.638,0.902,0.781,0.0519,0.0362,0.211,7.2978
1GBBbKOarAJ38HwIfLcOji,Eternity,Anyma,Genesys,Dance/Electronic,125.005,-6.332,0.00316,0.606,0.861,0.844,0.113,0.0406,0.313,3.104
6XmGXRgcSdCGG2u5gSmAJ9,Overdrive - Edit,Charlotte de Witte,Overdrive EP,Dance/Electronic,138.002,-9.047,0.0114,0.715,0.786,0.525,0.117,0.159,0.0833,4.2473
00yeUUrgFfxidZOWFQxDcZ,Fall In Love,Lilly Palmer,Fall In Love,Dance/Electronic,137.004,-6.032,4.43e-4,0.596,0.963,0.872,0.285,0.0806,0.148,4.0716
2quJCirmxL0onIdjhmX5ml,DIE LIEBE KOMMT NICHT AUS BERLIN,Brutalismus 3000,ULTRAKUNST,Dance/Electronic,165.009,-5.292,5.01e-5,0.552,0.882,0.787,0.0484,0.0403,0.484,3.4438
72qcP3hwdqa8NkVxSCpYjm,It's That Time - Edit,Marlon Hoffstadt,It's That Time,Dance/Electronic,147.009,-6.278,9.16e-5,0.681,0.962,0.888,0.297,0.0465,0.648,2.5578
2W95I0bLSIEyuMepqUO522,Time Machine,Eelke Kleijn,Time Machine,Dance/Electronic,126.007,-5.333,0.00534,0.628,0.988,0.935,0.148,0.0411,0.534,4.5252
3YgtkOxZsTuaZdL8McA1FQ,adore u,Fred again..,adore u,Dance/Electronic,124.015,-7.311,0.582,0.747,0.867,0.00413,0.114,0.088,0.684,3.6776
43ScSDevuS41iHjy9bGYoL,Candela,Monkey Safari,Candela,Dance/Electronic,122.011,-9.682,0.00578,0.804,0.733,0.525,0.077,0.0597,0.081,6.1342
49wEdWGkL2CcOrXEKklXtJ,Milkshake 20 (Alex Wann Remix),Kelis,Milkshake 20 (Alex Wann Remix),Dance/Electronic,118.006,-9.194,0.486,0.625,0.901,0.929,0.148,0.0429,0.12,2.9492
51T5k0OjVZE6d8O1UwTU7W,When the Lights Go Out,Stephan Jolk,When the Lights Go Out,Dance/Electronic,125.021,-6.172,0.00805,0.741,0.868,0.231,0.172,0.0526,0.333,3.696
7tbrktfjBjRc12mE9cV8ri,Summer Love - Jan Blomqvist Remix,Mogli,Summer Love (Jan Blomqvist Remix),Dance/Electronic,123.991,-9.788,0.0269,0.711,0.754,0.619,0.141,0.0315,0.262,5.8233
7y2fFvQyCuEqhGbLaAEAIN,Space X - Edit,Boris Brejcha,Space X (Edit),Dance/Electronic,125.03,-10.126,9.56e-4,0.679,0.831,0.924,0.113,0.0491,0.0632,3.616
5xCKy767Ol19tTbD5wszUf,Mind Games,Oliver Koletzki,Mind Games,Dance/Electronic,123.001,-12.524,0.443,0.766,0.564,0.825,0.11,0.0532,0.0676,5.1918
3LBWAYCXn4GCkg0jOgWD7D,Breathe In (Short Mix),ARTBAT,Breathe In (Short Mix),Dance/Electronic,126.959,-5.616,4.4e-4,0.525,0.831,0.533,0.153,0.053900000000000003,0.0366,4.126
6uLwfXYTPZDPw3wht0HgRi,Euphoria,Pretty Pink,Born Digital,Dance/Electronic,125.046,-8.619,0.543,0.689,0.843,0.916,0.0974,0.159,0.0643,3.352
2LOrH9gZi0WA2dU5hmZT4b,You Can't Find Me,SKIY,You Can't Find Me,Dance/Electronic,125.041,-6.909,0.0439,0.519,0.896,0.736,0.179,0.0425,0.0884,3.2015
37GHzFuMf6Nkz5bqVFkyz5,An Amazing,Kölsch,I Talk To Water,Dance/Electronic,126.016,-11.684,2.84e-4,0.502,0.641,0.775,0.0762,0.0396,0.239,4.9478
6WuhWyOHhhXGSHOtNrJ3Is,Time,Space 92,Time,Dance/Electronic,132.004,-4.762,0.00312,0.789,0.984,0.85,0.125,0.0528,0.51,4.2424
1TjZTPkdqO3OCo7DX10a0l,Venezia,AKKI (DE),Venezia,Dance/Electronic,135.989,-6.599,5.81e-4,0.58,0.923,0.55,0.346,0.0427,0.119,3.8824
05A1R1JoG0v5L9hhsoPXtZ,Turn The Lights,Spada,Turn The Lights,Dance/Electronic,126.002,-7.879,0.013,0.689,0.914,0.706,0.113,0.0362,0.051,4.1253
3T8drVfyLMXG9eyOCqJgjb,LXR02,Joyhauser,In Memoro,Dance/Electronic,138.008,-7.613,0.00139,0.646,0.855,0.759,0.073,0.0449,0.303,6.6504
1cQld05IcUDw3RCFt7uymW,Be The One,Eli Brown,Be The One,Dance/Electronic,135.977,-5.084,0.00634,0.659,0.93,0.177,0.104,0.043,0.546,2.8309
4qhsNSb1g45AwXWaM1cZFd,PURA VIDA,HI-LO,PURA VIDA EP,Dance/Electronic,130.006,-5.843,0.0686,0.789,0.993,0.923,0.112,0.044,0.0343,3.912
4zlbKky2yA657Sk5rekZoR,Baby again..,Fred again..,Baby again..,Dance/Electronic,126.983,-7.668,0.00355,0.847,0.724,0.00339,0.0731,0.047,0.326,5.3327
3ikwLYbhR3cq8Wej3RXETZ,"The Good, the Bad & the Acid",Anja Schneider,"The Good, the Bad & the Acid",Dance/Electronic,137.969,-7.432,0.0617,0.771,0.804,0.804,0.0945,0.0653,0.429,5.8261
1h9PGvjTU45WnwzXEjqtf8,Wespennest,DJ Koze,Wespennest,Dance/Electronic,122.99,-7.588,1.24e-4,0.672,0.811,0.753,0.0868,0.0347,0.234,8.0357
1Rv6Lfdcny3Avjmpm4W4YM,Your Voice - Adam Port Remix,Caiiro,Your Voice (Adam Port Remix),Dance/Electronic,121.983,-10.55,0.0112,0.701,0.816,0.413,0.123,0.0355,0.207,4.3443
2gNFYdcnFnpnaNZCeyBUxA,The Ghost,Tonic Walter,The Ghost,Dance/Electronic,124.003,-10.909,0.00261,0.756,0.92,0.868,0.11,0.0421,0.0332,5.4277
0PwaykhbrTRE7DdtCM5hKR,CIRCLES - Rodriguez Jr. Remix,JOPLYN,CIRCLES (Rodriguez Jr. Remix),Dance/Electronic,123.989,-8.72,0.0186,0.752,0.841,0.724,0.105,0.0499,0.179,5.3549
1TbqTuBDA5jK3881s4mUEb,Gravity,GHEIST,Gravity EP,Dance/Electronic,126.009,-9.593,0.0122,0.679,0.754,0.915,0.0607,0.0396,0.113,6.192
0jN80BUFLFsTY9W7OeWqu8,Wild Heart,biskuwi,Equal,Dance/Electronic,120.054,-9.175,0.0148,0.671,0.836,0.494,0.138,0.0375,0.0697,3.5
4mw5W12hU508IjqY0ZiXCw,Falling Apart,Clap Codex,Falling Apart,Dance/Electronic,131.978,-6.589,2.68e-4,0.763,0.791,0.792,0.0752,0.0495,0.0603,6.8872
24ODAgW6PvaHTl7QUgaoqk,Serenity,Belocca,Serenity,Dance/Electronic,133.996,-5.638,0.00278,0.735,0.977,0.884,0.0961,0.0669,0.171,6.9254
0VqzQ7TOqavkEa4uDYkGnH,Drowning,Stella Bossi,Drowning,Dance/Electronic,139.987,-5.917,5.32e-4,0.75,0.905,0.714,0.134,0.0451,0.153,4.3355
5mKiwDDrwG22qKKVL6JZqF,Rhyme Dust,MK,Rhyme Dust,Dance/Electronic,128.034,-8.675,0.0659,0.925,0.561,0.0271,0.152,0.176,0.721,3.0227
6gLDnzjpM0AwOeh9NmmHE0,Other Side,Azzecca,Other Side,Dance/Electronic,124.981,-6.469,0.00411,0.768,0.846,0.769,0.0998,0.0478,0.139,4.0723
4W4QNwe6Cm4BKDk46nuofO,Baby again..,Fred again..,USB,Dance/Electronic,126.983,-7.668,0.00355,0.847,0.724,0.00339,0.0731,0.047,0.326,5.3327
74nEGIzIefJhJ5qX7NeIAz,Beggin',Chris Lake,Beggin',Dance/Electronic,125.972,-6.315,0.156,0.817,0.67,0.168,0.111,0.0545,0.712,3.0566
7jURkEKDVEm9sHueqUX0ko,Gimme That Bounce,Mau P,Gimme That Bounce,Dance/Electronic,126.045,-5.534,0.0284,0.801,0.96,0.877,0.0985,0.264,0.101,3.6235
2uNvsQrKdB6qcmO9zBMflb,Work,Kevin McKay,Work,Dance/Electronic,127.97,-5.532,0.00156,0.854,0.945,0.0175,0.273,0.108,0.394,3.625
5cJZzpcqdwkUvD2f88wcgS,Lose My Mind,Jamie Jones,Lose My Mind,Dance/Electronic,124.002,-6.27,0.00119,0.646,0.898,0.0406,0.189,0.0358,0.62,3.0322
1ZNaOGKAZKaZh7V87zDs1i,Colourblind,Jess Bays,Colourblind,Dance/Electronic,127.013,-6.23,0.033,0.742,0.835,0.00156,0.22,0.0385,0.577,3.0854
5ooCfBqZyTB5CTdu1x7S77,Everything You Have Done - Meduza Edit,GENESI,Everything You Have Done (Meduza Edit),Dance/Electronic,124.989,-6.382,0.0459,0.678,0.935,0.202,0.198,0.0592,0.485,2.6036
5bZjb7xKqLqa58QiUBcVvl,Marianela (Que Pasa),HUGEL,Marianela (Que Pasa),Dance/Electronic,124.043,-3.344,0.033,0.828,0.893,0.00535,0.0811,0.0496,0.602,2.4294
7gGF9H8WevuEJWe6QoMhJl,Gas Pedal - Kyle Watson Remix,Sage The Gemini,Gas Pedal (Kyle Watson Remix),Dance/Electronic,126.997,-7.83,0.0172,0.738,0.795,0.00605,0.0834,0.0683,0.455,3.0553
7udjTmsTZqdB1xLOHGJ8dM,Bel Mercy,Jengi,Bel Mercy,Dance/Electronic,127.024,-5.971,0.231,0.945,0.759,0.651,0.0989,0.0865,0.688,2.8268
3DLWVhaowApIGw1JnJj6GS,Lose Control,James Hype,Lose Control,Dance/Electronic,128.011,-3.693,0.0338,0.714,0.936,0.0239,0.244,0.0426,0.243,2.8906
4bz8Z7squfs2Yji2DwoujR,Asking,Sonny Fodera,Asking,Dance/Electronic,126.965,-5.274,0.0213,0.477,0.854,1.67e-5,0.19,0.0896,0.395,3.1932
3hQSct6Ay5azm9dfFxHixY,Voodoo,Gorgon City,Salvation,Dance/Electronic,129.057,-6.7,0.191,0.663,0.883,0.687,0.152,0.0593,0.276,3.5687
1WGkofNgcsQlcSkGNNT331,If Love Is A Skill,LP Giobbi,Light Places,Dance/Electronic,122.046,-11.524,0.227,0.598,0.626,0.171,0.222,0.0374,0.292,3.6285
